payment_id,loan_id,payment_date,amount_paid,principal_component,interest_component,late_payment_flag
13232,6317,01/10/2025,1471.6,1080.25,391.35,0
13233,1654,11/30/2010,952.21,900.42,51.79,0
13234,16580,11/23/2012,10160.67,8806.47,1354.2,0
13235,767,09/09/2024,6541.14,4896.31,1644.83,0
13236,19743,09/19/2021,6659.38,4803.68,1855.7,0
13237,459,02/02/2018,3196.39,2907.07,289.32,0
13238,13164,05/17/2016,13530.98,11959.83,1571.15,0
13239,5161,07/24/2012,1202.98,879.39,323.59,1
13240,9166,02/20/2019,11565.33,9679.41,1885.92,0
13241,18053,02/19/2019,12438.1,8957.77,3480.33,1
13242,8774,05/09/2014,5790.66,4581.19,1209.47,1
13243,15399,06/28/2011,19645.85,15730.84,3915.01,0
13244,19928,09/21/2021,24309.47,18515.25,5794.22,0
13245,12653,06/02/2020,7472.82,6085.21,1387.61,0
13246,4670,07/07/2017,8080.32,6431.26,1649.06,0
13247,20266,04/26/2010,15635.81,11945.78,3690.03,0
13248,3859,01/23/2017,1057.13,787.37,269.76,0
13249,19263,09/01/2022,10496.45,9847.72,648.73,1
13250,9771,04/28/2022,6877.9,5659.89,1218.01,0
13251,16628,06/22/2022,19942.13,17712.86,2229.27,0
13252,13609,06/05/2018,1608.38,1478.37,130.01,1
13253,3689,04/23/2012,3797.7,3436.05,361.65,0
13254,8469,08/07/2014,3846.85,3402.3,444.55,0
13255,9490,03/07/2012,1539.64,1438.56,101.08,0
13256,10926,10/11/2014,1127.41,1028.73,98.68,0
13257,17991,12/02/2014,15068.11,10897.59,4170.52,0
13258,11306,05/06/2021,40914.05,29933.5,10980.55,0
13259,5091,06/12/2019,3850.4,3414.62,435.78,0
13260,18350,08/17/2017,8733.88,6930.52,1803.36,0
13261,666,02/13/2011,7712.39,6516.32,1196.07,0
13262,18237,01/06/2024,18040.64,15581.04,2459.6,0
13263,2432,08/03/2023,4648.65,4357.43,291.22,0
13264,12108,02/10/2014,13132.75,11217.69,1915.06,0
13265,13313,08/07/2018,13792.29,11372.1,2420.19,0
13266,10710,08/29/2016,18863.42,13625.49,5237.93,0
13267,10575,03/13/2019,15357.12,14137,1220.12,0
13268,12676,05/04/2020,22553.48,18115.37,4438.11,0
13269,9898,11/19/2025,3353.57,2442.27,911.3,0
13270,1653,03/14/2018,13945.09,10265.92,3679.17,0
13271,17341,05/31/2017,1033.59,898.55,135.04,0
13272,16497,11/23/2020,20164.43,15130.43,5034,1
13273,11503,03/31/2013,7426.09,5591.62,1834.47,0
13274,7464,03/08/2014,9994.81,9342.62,652.19,0
13275,20947,03/20/2024,17391.24,13159.28,4231.96,0
13276,3073,04/16/2019,11107.58,10290.75,816.83,0
13277,5907,11/23/2024,7510.3,5952.96,1557.34,0
13278,3043,10/25/2020,8170.68,5890.94,2279.74,0
13279,14558,12/27/2019,14737.54,11477.47,3260.07,0
13280,11131,03/07/2022,11341.36,10656.76,684.6,0
13281,21863,12/09/2013,1669.53,1288.17,381.36,0
13282,5379,12/14/2025,16861.79,13910.36,2951.43,1
13283,17791,09/06/2011,989.11,897.32,91.79,0
13284,18696,04/21/2018,2434.25,2163.78,270.47,0
13285,6619,08/02/2021,1679.87,1213.21,466.66,0
13286,19103,03/05/2013,12914.54,9479.1,3435.44,0
13287,5658,06/20/2017,1387.88,1040.46,347.42,1
13288,18294,10/17/2010,10663.09,8621.94,2041.15,0
13289,14881,05/14/2011,4934.48,3816.47,1118.01,0
13290,2075,06/10/2016,15446.23,11350.93,4095.3,1
13291,19612,10/25/2023,2134.09,1531.5,602.59,0
13292,9200,07/16/2023,3761.41,2735.37,1026.04,0
13293,14840,07/27/2013,23517.85,19934.85,3583,0
13294,21162,05/25/2014,2889.9,2146.28,743.62,0
13295,4033,07/27/2024,1669.76,1296.08,373.68,0
13296,21592,12/23/2020,9115.34,7110.42,2004.92,1
13297,12708,03/21/2010,4224.99,3472.05,752.94,0
13298,18094,06/25/2012,16713.57,13428.64,3284.93,0
13299,15513,02/03/2021,48314.31,35772.56,12541.75,0
13300,6784,07/13/2025,12226.56,10571.79,1654.77,0
13301,20711,03/21/2020,2093.11,1545.94,547.17,0
13302,16715,11/17/2023,11855.58,10771.9,1083.68,0
13303,7224,12/31/2015,12039.8,9488.35,2551.45,0
13304,6116,12/04/2015,3541.76,2600.84,940.92,0
13305,9133,07/23/2021,3769.35,2918.74,850.61,0
13306,6437,03/04/2021,2870.54,2507.08,363.46,0
13307,20437,11/27/2023,9139.01,6699.98,2439.03,1
13308,18043,10/12/2022,38858.15,32806.82,6051.33,0
13309,4517,04/29/2024,9179.69,7643.71,1535.98,0
13310,16998,02/29/2016,8014.82,6914.72,1100.1,0
13311,14861,07/07/2022,3923.19,3598.17,325.02,0
13312,1079,03/19/2016,6458.63,5872.81,585.82,0
13313,19121,02/16/2024,4106.66,3347.04,759.62,0
13314,6855,04/23/2025,18640.34,14008.06,4632.28,0
13315,16501,03/13/2015,3965.68,3729.13,236.55,0
13316,3734,11/12/2020,17937.31,13878.91,4058.4,0
13317,1705,11/27/2016,7851.77,7459.8,391.97,0
13318,16328,01/12/2011,37996.38,28770.8,9225.58,0
13319,21141,12/13/2015,1746,1588.4,157.6,0
13320,19665,02/24/2020,10325.97,9741.7,584.27,0
13321,2846,11/03/2019,8694.21,6293.8,2400.41,1
13322,3607,04/26/2018,1601.46,1228.1,373.36,0
13323,14527,02/18/2023,14078.71,11596.72,2481.99,1
13324,3738,09/01/2012,3624.95,3209.67,415.28,1
13325,9467,08/31/2013,24247.51,21384.26,2863.25,0
13326,12898,02/12/2021,6425,5536.52,888.48,0
13327,21034,07/29/2012,19155.73,17485.94,1669.79,0
13328,461,07/10/2012,13686.55,10161.02,3525.53,1
13329,9905,04/22/2026,30606.45,24653.29,5953.16,0
13330,20442,12/05/2024,4235.03,3858.31,376.72,0
13331,10843,01/17/2016,11672.97,10501.88,1171.09,1
13332,6527,01/23/2026,2869.66,2415.19,454.47,0
13333,1401,08/30/2014,720.04,549.17,170.87,0
13334,7237,10/30/2020,17371.55,12823.88,4547.67,0
13335,6655,12/14/2025,29706.42,21907.52,7798.9,0
13336,15469,06/19/2021,5035.81,4464.08,571.73,0
13337,21867,04/25/2025,1623.68,1334.55,289.13,0
13338,21427,10/15/2010,729.15,532.41,196.74,1
13339,21548,04/01/2012,13832.78,10886.53,2946.25,1
13340,19767,08/13/2011,1765.33,1431.33,334,1
13341,14151,12/06/2017,3833.2,2829.94,1003.26,1
13342,18515,01/25/2016,10758.68,10182,576.68,0
13343,8117,05/10/2021,5042.92,3612.68,1430.24,0
13344,307,11/08/2016,1651.61,1483.78,167.83,0
13345,6867,04/25/2017,2834.71,2252.28,582.43,1
13346,14332,09/06/2014,4004.16,3494.94,509.22,0
13347,18429,10/15/2025,2057.63,1614.08,443.55,0
13348,7015,12/10/2011,1720.46,1495.3,225.16,0
13349,1070,04/21/2026,2127.86,1787.62,340.24,0
13350,14550,04/15/2023,13858.16,11121.98,2736.18,0
13351,2866,06/17/2021,14275.84,11571.89,2703.95,0
13352,6140,10/12/2014,2728.6,2062.74,665.86,0
13353,7960,08/27/2025,1909.28,1489.84,419.44,0
13354,6897,11/05/2022,10902.83,9981.15,921.68,0
13355,10164,08/10/2017,2564.77,2113.83,450.94,0
13356,12316,09/24/2023,14259.43,11013.26,3246.17,0
13357,3901,06/01/2018,2380.63,2066.58,314.05,0
13358,6492,11/01/2014,13619.94,12063.59,1556.35,0
13359,21386,04/09/2025,21513.54,19522.83,1990.71,0
13360,11289,02/23/2022,4095.74,3049.92,1045.82,0
13361,2477,05/12/2025,1355.29,1051.44,303.85,1
13362,19995,06/17/2021,24540.08,18374.23,6165.85,0
13363,16300,07/20/2015,8057.15,7249.34,807.81,0
13364,3174,12/02/2013,52787.43,42168.78,10618.65,0
13365,15782,05/21/2023,1588.3,1379.06,209.24,0
13366,20332,06/13/2021,2594.82,2395.27,199.55,0
13367,12440,03/15/2015,58126.84,48934.35,9192.49,0
13368,2325,09/27/2012,23459.93,18662.2,4797.73,0
13369,10613,01/30/2013,34705.06,27804.29,6900.77,0
13370,8967,09/11/2023,5234.4,4225.35,1009.05,0
13371,11376,08/30/2013,5828.43,5197.53,630.9,0
13372,12673,06/16/2014,11130.17,8508.16,2622.01,0
13373,4778,06/11/2013,2168.37,1599.62,568.75,0
13374,20021,10/14/2016,17042.32,12357.68,4684.64,0
13375,10962,12/27/2022,14632.24,10624.05,4008.19,0
13376,19770,04/13/2018,19537.01,14179.07,5357.94,0
13377,12618,06/25/2018,9302.25,8211.65,1090.6,0
13378,4914,03/04/2012,11201.16,10664.26,536.9,0
13379,2278,04/20/2015,23762.17,20027.66,3734.51,0
13380,19609,03/17/2021,8683.08,6890.56,1792.52,0
13381,3356,03/08/2014,6561.22,6110.1,451.12,0
13382,18790,04/12/2016,704.41,599.48,104.93,0
13383,15352,09/03/2018,6659.64,5631.22,1028.42,0
13384,16455,10/22/2017,3972.33,3041.43,930.9,0
13385,1682,04/10/2026,13442.05,12366.84,1075.21,0
13386,230,07/14/2024,4610.17,4132.18,477.99,0
13387,2325,10/24/2012,11554.43,9420.91,2133.52,1
13388,15636,06/12/2014,15914.63,11741.86,4172.77,1
13389,4141,12/21/2024,5357.22,3894.06,1463.16,0
13390,20121,08/21/2023,7741.42,6187.73,1553.69,0
13391,21677,04/25/2012,13789.86,10540.11,3249.75,1
13392,13839,09/20/2024,17333.46,12702.06,4631.4,0
13393,8705,11/11/2022,31624.23,22621.68,9002.55,0
13394,20123,11/22/2014,3647.7,2907.43,740.27,0
13395,15540,03/27/2024,26027.75,19779.38,6248.37,0
13396,6564,04/08/2024,3825.49,2956.52,868.97,1
13397,3339,01/24/2016,14487.9,10958.01,3529.89,1
13398,19288,12/05/2022,19477.38,14925.97,4551.41,0
13399,6910,01/14/2024,5179.44,4064.02,1115.42,0
13400,21444,09/19/2018,2580.98,2062.97,518.01,0
13401,5705,07/03/2011,8778.84,6670.52,2108.32,0
13402,1216,09/08/2020,27200.8,20034.18,7166.62,0
13403,21685,08/07/2014,2681.23,2463.92,217.31,0
13404,8929,04/16/2017,14088.17,11480.69,2607.48,0
13405,21583,11/23/2015,12172.72,9615,2557.72,0
13406,487,02/23/2011,2877.45,2281.74,595.71,0
13407,4600,09/22/2023,10519.96,9459.71,1060.25,0
13408,12577,11/26/2025,15965.04,12096.17,3868.87,1
13409,20643,11/05/2018,2162.52,1682.1,480.42,0
13410,11520,07/18/2013,2143.72,1685.75,457.97,0
13411,17726,06/06/2014,9424.74,6776.4,2648.34,0
13412,7962,12/08/2020,753.12,553.67,199.45,0
13413,3933,03/04/2015,24455.14,17583.34,6871.8,0
13414,19371,02/24/2013,26406.95,22926.31,3480.64,0
13415,15978,03/05/2020,11061.23,9688.65,1372.58,0
13416,13530,06/21/2015,37526.54,28372.05,9154.49,1
13417,11663,10/10/2022,8671.25,6922.51,1748.74,0
13418,17362,09/20/2025,5490.79,4177.22,1313.57,0
13419,21105,01/18/2025,10901.1,10236.92,664.18,1
13420,8452,06/19/2014,1093.68,1022.67,71.01,0
13421,21066,12/05/2025,18600.86,15738.9,2861.96,0
13422,18312,01/27/2012,4424.43,3426.08,998.35,1
13423,9093,07/08/2024,13718.01,12798.68,919.33,1
13424,111,03/03/2016,1172.89,1061.38,111.51,0
13425,2807,03/28/2023,17757.8,13770.54,3987.26,0
13426,15404,04/25/2026,13849.72,11212.32,2637.4,0
13427,1685,03/28/2017,33493.91,28768.61,4725.3,0
13428,8095,08/11/2021,4928.71,3994.27,934.44,0
13429,6420,11/19/2022,3085.56,2605.45,480.11,0
13430,16054,09/04/2017,8030.48,7177.74,852.74,0
13431,11413,11/28/2019,8557.03,6785.05,1771.98,0
13432,6863,04/01/2026,10329.54,9798.66,530.88,0
13433,15447,09/23/2023,13338.42,11540,1798.42,0
13434,13042,06/29/2020,11549.56,8398.92,3150.64,0
13435,2578,07/11/2023,1060.37,897.11,163.26,0
13436,13082,01/21/2023,1113.26,1033.39,79.87,0
13437,16584,10/31/2010,8335.17,7644.54,690.63,0
13438,14509,09/21/2016,2779.33,2437.59,341.74,0
13439,14691,01/29/2026,2318.1,2054.57,263.53,1
13440,11940,11/27/2022,24138.73,17474.21,6664.52,0
13441,134,04/01/2025,6385.18,4851.34,1533.84,0
13442,17537,07/02/2020,15650.32,12628.29,3022.03,0
13443,20142,02/16/2026,1079.21,903.03,176.18,0
13444,13158,04/17/2012,875.52,644.77,230.75,1
13445,14776,11/30/2013,7972.91,6809.05,1163.86,0
13446,7650,08/31/2021,15793.5,13283.53,2509.97,1
13447,5700,11/24/2014,2674.9,2302.88,372.02,1
13448,17816,05/18/2015,14101.49,10526.18,3575.31,0
13449,6390,11/30/2015,5062.92,4602.51,460.41,0
13450,7698,07/19/2022,6316.9,5602.71,714.19,0
13451,2697,01/05/2017,30637.58,22133.84,8503.74,0
13452,1598,01/14/2022,12639.54,9377.01,3262.53,0
13453,18236,07/22/2018,10404.87,8166.95,2237.92,0
13454,7648,09/27/2014,2519.1,1844.67,674.43,0
13455,4745,06/17/2010,1205.59,862.9,342.69,0
13456,715,07/07/2022,16433.75,11969.57,4464.18,0
13457,20053,06/19/2010,9166.37,7647.72,1518.65,0
13458,16477,06/14/2022,11031.54,8677.07,2354.47,0
13459,10276,05/18/2018,12314.48,10072.87,2241.61,0
13460,5877,01/11/2012,20464.47,18728.57,1735.9,0
13461,17743,09/02/2015,1857.06,1623.93,233.13,0
13462,19810,12/08/2024,11439.05,9943.61,1495.44,0
13463,19266,05/21/2017,1885.87,1719.64,166.23,0
13464,15296,11/14/2010,20189.58,16846.26,3343.32,0
13465,16921,06/23/2012,1835.1,1474.59,360.51,0
13466,7266,09/10/2024,6676.04,5074.94,1601.1,0
13467,21019,06/24/2017,6805.79,6218.18,587.61,0
13468,10957,07/29/2019,6061.24,5054.28,1006.96,0
13469,9413,07/11/2016,22379.3,17300.66,5078.64,0
13470,13859,04/01/2019,3750.4,3442.32,308.08,0
13471,12753,11/21/2014,10037.37,7504.24,2533.13,0
13472,14100,11/21/2015,1529.01,1382.49,146.52,0
13473,21369,02/19/2024,4142.93,3576.98,565.95,0
13474,9625,01/06/2024,6227.88,5542.2,685.68,0
13475,17209,02/09/2013,2452.96,1896.65,556.31,0
13476,21071,02/02/2018,2512.6,1873.61,638.99,0
13477,9262,12/31/2022,5148.38,4765.44,382.94,0
13478,2322,05/21/2024,761.84,707.92,53.92,0
13479,8602,02/19/2023,7523.85,5976.39,1547.46,0
13480,10657,10/19/2016,5056.33,3786.72,1269.61,0
13481,17982,11/06/2013,8109.16,6452.65,1656.51,0
13482,12846,09/21/2020,13501.07,11271.77,2229.3,0
13483,9975,08/04/2022,36615.39,27272.82,9342.57,0
13484,1492,07/09/2020,5900.81,4737.68,1163.13,0
13485,17463,11/15/2019,7773.57,6368.59,1404.98,0
13486,8225,04/29/2026,7997.17,6416.36,1580.81,0
13487,19346,08/23/2025,4379.74,4163,216.74,0
13488,10008,12/25/2023,27556.79,19753.32,7803.47,0
13489,12963,02/01/2015,13984.02,11824.91,2159.11,0
13490,2560,10/14/2021,10076.4,7993.35,2083.05,0
13491,7991,01/15/2017,5089.01,3682.14,1406.87,1
13492,16344,10/11/2012,3100.37,2393.6,706.77,0
13493,4467,10/29/2025,9135.45,6536.73,2598.72,0
13494,14858,11/24/2015,7255.53,6111.92,1143.61,0
13495,16099,07/10/2010,3154.13,2563.91,590.22,0
13496,17640,04/23/2016,20433.05,17396.26,3036.79,0
13497,6835,09/03/2015,15623.1,11456.68,4166.42,0
13498,21969,06/19/2020,6764.09,5985.72,778.37,0
13499,20370,06/16/2023,8288.36,6322.88,1965.48,0
13500,4623,07/18/2019,15828.08,11632.98,4195.1,0
13501,134,03/19/2017,15245.52,10950.45,4295.07,0
13502,547,06/30/2019,33236.68,26573.74,6662.94,0
13503,1911,11/23/2021,3946.25,3126.55,819.7,0
13504,20096,01/12/2022,3537.36,3210.08,327.28,1
13505,11766,05/28/2022,3405.39,2951.18,454.21,0
13506,6159,11/23/2021,4427.26,3753.82,673.44,0
13507,9139,04/07/2011,11624.71,10154.29,1470.42,0
13508,20352,02/21/2024,1651.17,1184.47,466.7,0
13509,598,10/11/2014,6194.52,4968.3,1226.22,0
13510,870,01/16/2021,49126.63,42352.06,6774.57,0
13511,14768,01/09/2024,780.11,676.05,104.06,0
13512,4248,12/16/2021,3583.84,2762.57,821.27,0
13513,19383,09/26/2010,918.22,711.27,206.95,0
13514,9255,04/07/2013,661.04,564.11,96.93,0
13515,20033,02/22/2017,868.76,760.77,107.99,1
13516,6736,11/05/2011,2143.81,1761.56,382.25,0
13517,13447,12/01/2023,24962.54,20366.62,4595.92,1
13518,11937,03/07/2025,1944.06,1589.9,354.16,0
13519,18532,06/29/2018,10349.39,7785.88,2563.51,1
13520,6627,11/22/2017,7636.69,6705.93,930.76,1
13521,11543,11/13/2023,7476.11,6437.74,1038.37,0
13522,15858,11/28/2018,4096.6,3108.44,988.16,0
13523,11402,11/09/2018,42757.03,31902.47,10854.56,1
13524,21985,01/31/2020,3646.98,2781.3,865.68,0
13525,21621,12/24/2011,5654.98,5237.5,417.48,1
13526,12098,09/04/2020,3445.57,2721.8,723.77,0
13527,17676,11/01/2020,6004.04,4500.43,1503.61,0
13528,6947,03/14/2022,6928.34,5050.79,1877.55,0
13529,19673,12/28/2019,4237.31,3595.57,641.74,1
13530,11537,05/10/2019,3204.61,2379.4,825.21,0
13531,619,04/06/2020,5359.54,4295.59,1063.95,0
13532,18422,11/02/2024,15688.87,11976.01,3712.86,0
13533,6782,09/04/2023,5139.8,3854.55,1285.25,1
13534,18391,03/21/2014,746.36,552.39,193.97,0
13535,11683,04/09/2026,28592.73,22653.45,5939.28,0
13536,11231,04/13/2011,1892.04,1384.17,507.87,0
13537,19274,08/12/2017,2913.67,2761.93,151.74,0
13538,12527,11/23/2016,2226.4,1950.65,275.75,0
13539,14433,03/17/2026,16859.97,12726.72,4133.25,0
13540,18414,05/17/2017,13437.54,10012.94,3424.6,0
13541,6044,06/17/2015,5693.08,4491.21,1201.87,0
13542,11319,07/16/2017,18861.81,16011.12,2850.69,1
13543,619,02/25/2017,4552.62,4248.86,303.76,0
13544,11527,02/10/2015,21346.77,16460.01,4886.76,0
13545,1171,06/02/2014,6755.9,5210.27,1545.63,0
13546,19154,12/01/2025,9536.66,8909.58,627.08,0
13547,12059,08/23/2019,2224.46,1896.12,328.34,0
13548,2789,09/01/2014,2502.93,1791.41,711.52,0
13549,725,03/18/2020,2125.68,1734.16,391.52,1
13550,21370,02/20/2025,2218.43,1606.47,611.96,0
13551,21451,11/10/2023,18798.97,17213.39,1585.58,1
13552,422,07/02/2023,4193.45,3015.24,1178.21,0
13553,10187,08/27/2010,25696.98,21124.66,4572.32,0
13554,11697,06/22/2013,30782.53,22316.87,8465.66,0
13555,12015,05/18/2021,2630.35,2170.38,459.97,0
13556,16075,02/05/2024,14324.39,11196.25,3128.14,0
13557,4085,08/30/2012,2104.36,1916,188.36,0
13558,13322,09/09/2011,31267.34,24440.08,6827.26,0
13559,15004,07/11/2020,20111.82,15590.03,4521.79,0
13560,6271,03/19/2017,11858.83,9639.77,2219.06,0
13561,202,10/29/2022,862.67,646.86,215.81,0
13562,14375,04/23/2017,5389.06,4142.85,1246.21,0
13563,6395,05/10/2020,4999.46,4551.05,448.41,0
13564,7562,09/09/2024,13424.95,10739.82,2685.13,0
13565,1617,08/12/2020,9478.94,6887.59,2591.35,0
13566,7016,02/20/2014,932.63,845.13,87.5,0
13567,10798,09/21/2020,8134.31,6511.9,1622.41,0
13568,13048,08/21/2017,1452.57,1299.81,152.76,0
13569,1433,02/03/2024,1051.59,868.82,182.77,0
13570,19526,09/27/2017,2804.59,2665.7,138.89,0
13571,10791,12/03/2011,5969.97,4544.73,1425.24,0
13572,8250,01/12/2020,5928.3,4243.41,1684.89,0
13573,12379,08/08/2015,23468.2,21598.27,1869.93,0
13574,9004,10/30/2025,13679.65,11922,1757.65,0
13575,12002,07/04/2010,6073.63,4720.13,1353.5,0
13576,1668,03/07/2015,5107.82,4674.45,433.37,0
13577,21635,07/01/2014,9346.61,8358.79,987.82,1
13578,20554,08/30/2024,13556.14,12509.35,1046.79,1
13579,11277,05/20/2011,3233.53,2660.81,572.72,1
13580,17742,07/31/2025,10777.03,7962.41,2814.62,0
13581,19215,08/02/2011,11801.95,9579.63,2222.32,0
13582,10808,12/02/2016,8335.74,6633.47,1702.27,0
13583,20980,04/02/2025,2938.48,2766.9,171.58,1
13584,16336,09/22/2010,10595.14,9335.48,1259.66,0
13585,29,03/03/2022,4082.72,3853.84,228.88,0
13586,434,09/16/2019,887.93,660.83,227.1,1
13587,19438,02/09/2012,2018.07,1748.47,269.6,0
13588,12433,02/12/2016,19698.95,18324.2,1374.75,0
13589,724,01/13/2016,2371.56,1765.95,605.61,1
13590,16671,06/22/2022,8576.4,7625.7,950.7,1
13591,15614,05/25/2014,7488.29,6823.49,664.8,0
13592,10616,01/02/2026,7847.1,5661.77,2185.33,0
13593,2594,01/22/2022,18067.89,13156.46,4911.43,0
13594,16350,08/21/2014,7921.15,5781.66,2139.49,0
13595,11596,05/18/2016,15010.46,12213.33,2797.13,0
13596,10372,11/06/2011,7316.92,6172.05,1144.87,1
13597,12420,04/30/2013,1451.86,1251.44,200.42,0
13598,12816,03/20/2013,4381.21,3159.38,1221.83,0
13599,21693,04/05/2020,36168.23,26036.18,10132.05,0
13600,19553,07/20/2016,11420.57,10038.55,1382.02,1
13601,10081,10/04/2023,2530.68,1906.11,624.57,0
13602,16373,03/22/2011,33262.02,27478.2,5783.82,0
13603,5855,05/01/2010,18553.94,17264.7,1289.24,0
13604,16254,03/27/2017,16662.69,13828.09,2834.6,0
13605,13374,06/30/2018,12656.1,9914.4,2741.7,0
13606,18362,02/08/2016,12525.39,10303.21,2222.18,0
13607,21113,05/04/2022,3725.88,2939.21,786.67,1
13608,11368,06/29/2012,3710.62,2806.17,904.45,0
13609,17921,09/27/2024,931.56,790.93,140.63,0
13610,13428,06/06/2012,6637.01,6020.98,616.03,0
13611,16683,07/31/2023,2229.05,1847.52,381.53,0
13612,4394,12/30/2014,3036.86,2812.13,224.73,0
13613,4490,04/11/2023,12475.98,9450.77,3025.21,1
13614,17760,10/27/2011,6249.08,4578.18,1670.9,0
13615,4257,12/30/2023,7822.77,5752.05,2070.72,0
13616,6904,03/13/2021,911.02,663.89,247.13,0
13617,8556,01/16/2021,18681.89,13847.76,4834.13,1
13618,3131,12/23/2012,3875.59,2775.68,1099.91,0
13619,10467,02/25/2011,9410.59,6937.39,2473.2,0
13620,2035,06/30/2020,1917.42,1466.73,450.69,0
13621,11629,05/02/2021,9642.39,8231.36,1411.03,1
13622,8982,05/07/2011,1882.69,1744.41,138.28,0
13623,8429,06/30/2013,18462.44,16042.29,2420.15,0
13624,16915,12/15/2022,1294.27,1164.56,129.71,0
13625,2946,05/21/2014,1054.4,826.69,227.71,0
13626,6296,11/01/2020,4210.39,3376.26,834.13,0
13627,7630,09/19/2011,10853.67,8555.23,2298.44,0
13628,2912,03/29/2021,1525.58,1108.83,416.75,0
13629,3601,04/07/2025,1740.08,1648.06,92.02,0
13630,3972,09/18/2013,37060.58,30654.71,6405.87,0
13631,12246,07/14/2025,15490.51,13969.14,1521.37,0
13632,14585,03/09/2013,796.21,656.02,140.19,0
13633,7779,01/14/2025,13744.23,11097.38,2646.85,0
13634,14483,01/18/2018,9176.47,7832.48,1343.99,0
13635,16071,03/28/2019,18491.17,13459.45,5031.72,0
13636,12112,07/22/2016,34432.88,29947.33,4485.55,1
13637,3781,11/29/2019,771.89,604.99,166.9,0
13638,10633,06/26/2018,4861.93,3776.21,1085.72,0
13639,5957,03/23/2015,29827.96,27494.01,2333.95,0
13640,11907,01/20/2020,7243.1,5977,1266.1,0
13641,12777,12/09/2023,2596.89,2469.26,127.63,0
13642,20381,05/20/2016,27137,20873.03,6263.97,0
13643,8415,12/30/2022,7791.43,6568,1223.43,0
13644,21722,06/23/2024,10723.55,9814.07,909.48,1
13645,3394,07/03/2025,970.39,813.78,156.61,0
13646,21913,08/12/2019,11293.47,8088.32,3205.15,0
13647,7265,06/29/2013,9777.49,7900.68,1876.81,0
13648,6172,11/21/2014,34106.27,26455.54,7650.73,0
13649,6338,06/18/2010,1405.19,1120.83,284.36,0
13650,10001,01/15/2024,9040.7,7382.08,1658.62,0
13651,21300,09/20/2011,3547.21,3238.82,308.39,1
13652,6135,03/20/2012,653.27,554.79,98.48,0
13653,17442,02/04/2011,21190.04,19049.46,2140.58,0
13654,16574,05/07/2013,7102.59,5800.26,1302.33,1
13655,2611,04/07/2025,9068.05,7226.74,1841.31,0
13656,13880,11/05/2019,17986.9,13279.94,4706.96,0
13657,17356,03/05/2013,1593.81,1355.22,238.59,0
13658,18519,01/15/2026,725.6,605.46,120.14,0
13659,15721,04/28/2025,10780.42,9950.32,830.1,0
13660,19856,09/16/2024,34081.46,26270.62,7810.84,0
13661,13246,09/05/2010,2838.28,2458.79,379.49,0
13662,12135,09/17/2010,18870.34,17419.07,1451.27,0
13663,19741,04/28/2015,13258.97,9691.52,3567.45,0
13664,21996,12/31/2022,26917.08,25217.86,1699.22,0
13665,2623,04/25/2024,4119.62,3280.21,839.41,0
13666,808,08/27/2025,1629.02,1401.14,227.88,1
13667,15450,05/26/2024,4730.42,4186.12,544.3,0
13668,11981,06/17/2017,18518.14,13739.31,4778.83,0
13669,10663,08/08/2010,2497.31,2007.3,490.01,0
13670,15152,07/07/2015,12095.53,10662.17,1433.36,0
13671,5799,01/30/2018,5253.25,4366.43,886.82,0
13672,13390,07/23/2012,14892.81,11882.71,3010.1,0
13673,7454,11/03/2023,3726.75,3545.82,180.93,0
13674,10076,01/17/2024,675.7,512.93,162.77,0
13675,17703,10/13/2022,25423.94,20499.79,4924.15,1
13676,8224,08/06/2022,3740.31,3113.76,626.55,0
13677,7408,06/17/2022,14462.29,13569.84,892.45,0
13678,13915,12/10/2020,14031.18,10582.1,3449.08,0
13679,7036,12/01/2011,12475.93,10313.76,2162.17,0
13680,3419,04/14/2014,21888.25,20513.93,1374.32,0
13681,8146,06/14/2025,2961.6,2765.93,195.67,0
13682,15490,12/18/2017,12891.96,11253.11,1638.85,0
13683,17359,09/22/2018,23363.99,17753.84,5610.15,0
13684,2182,11/02/2024,1862.59,1611.14,251.45,1
13685,21333,12/05/2018,17984.98,15816.52,2168.46,0
13686,16163,01/09/2013,3288.59,3073.54,215.05,0
13687,19020,10/22/2024,9458.94,7438.26,2020.68,0
13688,233,04/21/2023,5044.08,4426.26,617.82,0
13689,15819,01/07/2016,11864.48,8586.71,3277.77,0
13690,13594,12/15/2015,2608.04,2088.27,519.77,0
13691,11506,05/11/2016,6427.18,5405.78,1021.4,0
13692,7093,02/21/2011,5688,4246.18,1441.82,0
13693,3810,04/02/2011,4890.55,3712.28,1178.27,0
13694,1233,11/12/2012,2460.44,2027.46,432.98,0
13695,21898,08/01/2010,7360.17,6762.16,598.01,0
13696,3264,09/30/2017,3538.83,2747.4,791.43,0
13697,12828,05/19/2011,15271.48,12374.68,2896.8,1
13698,351,04/17/2015,26111.65,19063.59,7048.06,1
13699,21991,02/23/2011,9483.59,8185.15,1298.44,0
13700,11500,01/27/2017,21859.8,16027.77,5832.03,1
13701,6597,08/21/2025,2194.79,2036.52,158.27,0
13702,6176,10/17/2018,12181.79,10581.18,1600.61,0
13703,4058,08/31/2022,5239.08,4479.44,759.64,0
13704,12231,08/27/2022,3780.64,3095.91,684.73,0
13705,4451,05/09/2011,3886.66,3102.37,784.29,0
13706,12371,11/02/2020,25452.17,19401.19,6050.98,0
13707,3392,11/06/2022,6123.12,4770.32,1352.8,0
